기관명,지점명,코드명,위도,경도,장비구분,제조사,모델명,제조번호,검정필번호,최종검정일,검정유효기간,접수번호,검정일
한국가스공사,태백관리소,TBG,37.15788,128.9659,가속도계,GDS,SQ-120R,S0075,O-2025-159,2025-10-23,2030-10-22,,
한국가스공사,평택관리소,PTG,37,127.06,기록계,동일테크,DSS-1030,DISS-R3-KR/00076,I-2025-18,2025-02-24,2030-02-23,,
한국가스공사,포항관리소,PHG,36.004,129.312,기록계,오토시스,VS-24150C,VS24150C-191210-02,O-2025-55,2025-07-24,2030-07-23,,
한국가스공사,포항관리소,PHG,36.004,129.312,가속도계,오토시스,VL-3120S,VL-3120S-191210-02,O-2025-55,2025-07-24,2030-07-23,,
한국가스공사,학장관리소,HCG,35.1442,128.9764,가속도계,GDS,SQ-120R,S0089,O-2025-47,2025-07-15,2030-07-14,,
한국가스공사,홍성관리소,HOG,36.6055,126.6411,기록계,동일테크,DSS-1030,DISS-R3-KR/00059,O-2025-80,2025-08-26,2030-08-25,,
한국가스공사,홍천관리소,OCG,37.69,127.85,가속도계,GDS,SQ-120R,S0074,O-2025-182,2025-11-04,2030-11-03,,
한국가스공사,봉개관리소,JBG,33.4805,126.5965,기록계,동일테크,DSS-1030,DISS-R3-KR/00053,I-2025-63,2025-07-25,2030-07-24,,
한국가스공사,봉개관리소,JBG,33.4805,126.5965,가속도계,동일테크,DSS-2030,DISS-S3-FB/00230,O-2025-36,2025-06-17,2030-06-16,,
한국가스공사,평해관리소,FHG,36.7122,129.4429,기록계,오토시스,VS-24150C,VS24150C-181019-02,O-2025-58,2025-07-29,2030-07-28,,
한국가스공사,평해관리소,FHG,36.7122,129.4429,가속도계,오토시스,VL-3120S,VL-3120S-18H004,O-2025-30,2025-05-21,2030-05-20,,
한국가스공사,적량관리소,ZRG,35.0776,127.7725,기록계,오토시스,VS-24150C,VS24150C-181019-01,O-2025-30,2025-05-21,2030-05-20,,
한국가스공사,적량관리소,ZRG,35.0776,127.7725,가속도계,오토시스,VL-3120S,VS-3120S-20E001,O-2025-30,2025-05-21,2030-05-20,,
한국가스공사,제주생산기지,AWG,33.4721,126.3243,기록계,Geosig,GMSPlus,103733,O-2025-39,2025-06-19,2030-06-18,,
한국가스공사,제주생산기지,AWG,33.4721,126.3243,가속도계,Geosig,AC-73,56995,O-2025-39,2025-06-19,2030-06-18,,
한국가스공사,서귀포관리소,HWG,33.1934,126.2818,기록계,동일테크,DSS-1030,DISS-S3-FB/00054,I-2025-63,2025-07-25,2030-07-24,,
한국가스공사,서귀포관리소,HWG,33.1934,126.2818,가속도계,동일테크,DSS-2030,DISS-S3-FB/00231,O-2025-38,2025-06-18,2030-06-17,,
한국가스공사,남사관리소,NSG,37.1352,127.1708,기록계,Guralp,DAS-U-S3,A8130,I-2025-101,2025-09-17,2030-09-16,,
한국가스공사,남사관리소,NSG,37.1352,127.1708,가속도계,Guralp,CMG-5TC,T5W96,I-2025-69,2025-08-14,2030-08-13,,
한국가스공사,구미관리소,GMG,36.1043,128.273,기록계,오토시스,VS-24150C,SN2410-001,I-2025-7,2025-01-22,2030-01-21,,
한국가스공사,구미관리소,GMG,36.1043,128.273,가속도계,오토시스,VL-3120S,SN2410-002,I-2025-20,2025-03-05,2030-03-04,,
한국가스공사,북면관리소,BM,37.1187,129.3728,기록계,동일테크,DSS-1030,DISS-R3-KR/00148,I-2025-67,2025-08-14,2030-08-13,,
한국가스공사,북면관리소,BM,37.1187,129.3728,가속도계,동일테크,DSS-2030,DISS-S3-FB/00572,I-2025-68,2025-08-14,2030-08-13,,
한국농어촌공사,동화,DHG,35.542662,127.539815,기록계,GeoSIG,GMSplus,105133,I-2025-172,2025-12-03,2030-12-02,,
한국농어촌공사,동화,DHG,35.542662,127.539815,가속도계,GeoSIG,AC-73-DH,57271,I-2025-173,2025-12-03,2030-12-02,,
한국농어촌공사,성주,SJG,35.9083,128.15124,기록계,GeoSIG,GMSplus,105137,I-2025-147,2025-11-07,2030-11-06,,
한국농어촌공사,성주,SJG,35.9083,128.15124,가속도계,GeoSIG,AC-73-DH,57274,I-2025-17,2025-02-24,2030-02-23,,
한국농어촌공사,탑정,TJG,36.17756,127.14797,기록계,Guralp,CMG-DAS-U-S3,A4618/5561,I-2025-184,2025-12-16,2030-12-15,,
한국농어촌공사,나주,NJG,34.9591,126.8668,기록계,Guralp,CMG-DAS-U-S3,A4482/5494,I-2025-61,2025-07-23,2030-07-22,,
한국농어촌공사,광주,GOG,35.2019,126.9848,기록계,Guralp,CMG-DM24,A6785/6948,I-2025-61,2025-07-23,2030-07-22,,
한국농어촌공사,금광,GGG,36.9985,127.3277,기록계,에스에이텍,SAT-SED0103,A00050,I-2025-185,2025-12-17,2030-12-16,,
한국농어촌공사,오창,OCG,36.7334,127.4073,기록계,Guralp,CMG-DAS-S3,A7720/8133,I-2025-180,2025-12-05,2030-12-04,,
한국농어촌공사,장찬,JCG,36.2497,127.5966,기록계,Guralp,CMG-DAS-S3,A7723/8134,I-2025-50,2025-07-11,2030-07-10,,
한국농어촌공사,서부,SBG,36.1193,126.69215,기록계,Guralp,CMG-DAS-S3,A7685/8114,I-2025-184,2025-12-16,2030-12-15,,
한국농어촌공사,구이,GUG,35.7402,127.124,기록계,GeoSIG,GMSplus,103838,I-2025-137,2025-10-30,2030-10-29,,
한국농어촌공사,능,NZG,35.85421,126.82629,기록계,GeoSIG,GMSplus,103841,I-2025-136,2025-10-30,2030-10-29,,
한국농어촌공사,동상,DSG,35.9528,127.27416,기록계,GeoSIG,GMSplus,103839,I-2025-109,2025-09-24,2030-09-23,,
한국농어촌공사,옥구,OGG,35.92481,126.6494,기록계,GeoSIG,GMSplus,103820,I-2025-124,2025-10-15,2030-10-14,,
한국농어촌공사,청호,CHG,35.74732,126.67404,기록계,GeoSIG,GMSplus,103821,I-2025-122,2025-10-14,2030-10-13,,
한국농어촌공사,흥덕,HYG,35.5577,126.71589,기록계,GeoSIG,GMSplus,103822,I-2025-96,2025-09-15,2030-09-14,,
한국농어촌공사,수양,HAG,35.227263,126.679606,기록계,Guralp,CMG-DAS-S3,A7747/8171,I-2025-16,2025-02-20,2030-02-19,I-2026-50,2026-03-31
한국농어촌공사,마북,MBG,36.17574,129.26943,기록계,GeoSIG,GMSplus,103868,I-2025-73,2025-08-25,2030-08-24,,
한국농어촌공사,묘곡,MKG,35.527157,129.35747,기록계,GeoSIG,GMSplus,103867,I-2025-95,2025-09-10,2030-09-09,,
한국농어촌공사,상판,SPG,36.298474,128.006549,기록계,GeoSIG,GMSplus,103865,I-2025-58,2025-07-21,2030-07-20,,
한국농어촌공사,오태,OTG,36.496446,128.12865,기록계,GeoSIG,GMSplus,103864,I-2025-57,2025-07-21,2030-07-20,,
한국농어촌공사,금계,SGG,36.900698,128.52924,기록계,GeoSIG,GMSplus,103863,I-2025-64,2025-08-04,2030-08-03,,
한국농어촌공사,용연,YOG,36.11745,129.3019,기록계,GeoSIG,GMSplus,103869,I-2025-75,2025-08-26,2030-08-25,,
한국농어촌공사,서암,SAG,35.35986,128.24596,기록계,동일테크,DSS-1030,KR/00041,I-2025-26,2025-04-21,2030-04-20,,
한국농어촌공사,손항,SQG,35.4359,127.9793,기록계,동일테크,DSS-1030,KR/00038,I-2025-26,2025-04-21,2030-04-20,,
한국농어촌공사,주남,JMG,35.321975,128.677419,기록계,동일테크,DSS-1030,KR/00032,I-2025-26,2025-04-21,2030-04-20,,
한국농어촌공사,가북,GBG,35.77985,128.00055,기록계,동일테크,DSS-1030,KR/00035,I-2025-27,2025-04-21,2030-04-20,,
한국농어촌공사,가월,GWG,35.30296,128.69383,기록계,동일테크,DSS-1030,KR/00044,I-2025-26,2025-04-21,2030-04-20,,
한국농어촌공사,구성,GCG,35.25673,127.296397,기록계,GeoSIG,GMSplus,103901,I-2025-155,2025-11-14,2030-11-13,,
한국농어촌공사,구성,GCG,35.25673,127.296397,가속도계,GeoSIG,AC-73-DH,57270,O-2025-165,2025-10-28,2030-10-27,,
한국농어촌공사,사곡,SKG,36.2897,128.835769,가속도계,KINEMETRIC,ES-DH,700,O-2025-190,2025-11-06,2030-11-05,,
한국수력원자력,괴산수력(자유장),GSG,36.759969,127.841637,기록계,Kinemetricsinc.,Q330HRS,6709,O-2025-184,2025-11-04,2030-11-03,,
한국수력원자력,괴산수력(자유장),GSG,36.759969,127.841637,가속도계,Kinemetricsinc.,ES-T,8604,O-2025-184,2025-11-04,2030-11-03,,
한국수력원자력,강릉수력(자유장),DAG,37.606024,128.719306,기록계,Kinemetricsinc.,Q330HRS,6707,O-2025-191,2025-11-06,2030-11-05,,
한국수력원자력,강릉수력(자유장),DAG,37.606024,128.719306,가속도계,Kinemetricsinc.,ES-T,8601,O-2025-191,2025-11-06,2030-11-05,,
한국수력원자력,보성강수력(자유장),BSG,34.8053097,127.1461923,기록계,Kinemetricsinc.,Q330HRS,6980,O-2025-168,2025-10-29,2030-10-28,,
한국수력원자력,보성강수력(자유장),BSG,34.8053097,127.1461923,가속도계,Kinemetricsinc.,ES-T,8610,O-2025-168,2025-10-29,2030-10-28,,
한국수력원자력,팔당수력(자유장),PDG,37.52836131,127.2815323,기록계,Kinemetricsinc.,Q330HRS,6695,O-2025-195,2025-11-10,2030-11-09,,
한국수력원자력,팔당수력(자유장),PDG,37.52836131,127.2815323,가속도계,Kinemetricsinc.,ES-T,8586,O-2025-195,2025-11-10,2030-11-09,,
한국수력원자력,의암수력(자유장),EAG,37.83678243,127.6774552,기록계,Kinemetricsinc.,Q330HRS,6700,O-2025-209,2025-11-12,2030-11-11,,
한국수력원자력,의암수력(자유장),EAG,37.83678243,127.6774552,가속도계,Kinemetricsinc.,ES-T,8592,O-2025-209,2025-11-12,2030-11-11,,
한국수력원자력,청평수력(자유장),CPG,37.72730694,127.4213839,기록계,Kinemetricsinc.,Q330HRS,6698,O-2025-201,2025-11-11,2030-11-10,,
한국수력원자력,청평수력(자유장),CPG,37.72730694,127.4213839,가속도계,Kinemetricsinc.,ES-T,8589,O-2025-201,2025-11-11,2030-11-10,,
한국수력원자력,춘천수력(자유장),CCG,37.96759139,127.6664325,기록계,Kinemetricsinc.,Q330HRS,6702,O-2025-217,2025-11-14,2030-11-13,,
한국수력원자력,춘천수력(자유장),CCG,37.96759139,127.6664325,가속도계,Kinemetricsinc.,ES-T,8595,O-2025-217,2025-11-14,2030-11-13,,
한국수력원자력,화천수력(자유장),HCG,38.11820111,127.7760372,기록계,Kinemetricsinc.,Q330HRS,6704,O-2025-214,2025-11-13,2030-11-12,,
한국수력원자력,화천수력(자유장),HCG,38.11820111,127.7760372,가속도계,Kinemetricsinc.,ES-T,8598,O-2025-214,2025-11-13,2030-11-12,,
한국수력원자력,예천양수(하부댐 자유장),YCG,36.75707333,128.4287175,기록계,Kinemetricsinc.,Q330HRS,6978,O-2025-186,2025-11-05,2030-11-04,,
한국수력원자력,예천양수(하부댐 자유장),YCG,36.75707333,128.4287175,가속도계,Kinemetricsinc.,ES-T,8607,O-2025-186,2025-11-05,2030-11-04,,
한국수자원공사,남강댐,NGG,35.16696,128.03846,기록계,GeoSIG,GMS-PLUS,103389,I-2025-29,2025-04-28,2030-04-27,,
한국수자원공사,장흥댐,JHG,34.75017,126.88352,기록계,GeoSIG,GMS-PLUS,103143,I-2025-14,2025-02-20,2030-02-19,,
한국수자원공사,합천댐,HCG,35.53337,128.03208,기록계,GeoSIG,GMS-PLUS,102349,I-2025-10,2025-01-31,2030-01-30,,
한국수자원공사,성덕댐,SDG,36.24,128.965,기록계,GeoSIG,GMS-PLUS,103894,I-2025-28,2025-04-21,2030-04-20,,
한국수자원공사,대암댐,DAG,35.54317,129.1832,기록계,GeoSIG,GMS-PLUS,103397,I-2025-31,2025-05-14,2030-05-13,,
한국수자원공사,낙단보,RDG,36.36067,128.30651,가속도계,Geosig,AC-23,51192,O-2025-21,2025-04-23,2030-04-22,,
한국원자력안전기술원,NS-N001,N001,35.764197,129.195737,기록계,Nanometrics,Centaur,3182,O-2025-97,2025-09-04,2030-09-03,,
한국원자력안전기술원,NS-N001,N001,35.764197,129.195737,속도계,Nanometrics,Trillium Compact PH,10091,O-2025-97,2025-09-04,2030-09-03,,
한국원자력안전기술원,NS-N002,N002,35.8117,129.238573,기록계,Nanometrics,Centaur,3176,O-2025-266,2025-12-04,2030-12-03,,
한국원자력안전기술원,NS-N002,N002,35.8117,129.238573,속도계,Nanometrics,Trillium Compact PH,10093,O-2025-266,2025-12-04,2030-12-03,,
한국원자력안전기술원,NS-N003,N003,35.791002,129.13511,기록계,Nanometrics,Centaur,3110,O-2025-99,2025-09-04,2030-09-03,,
한국원자력안전기술원,NS-N003,N003,35.791002,129.13511,속도계,Nanometrics,Trillium Compact PH,10116,O-2025-99,2025-09-04,2030-09-03,,
한국원자력안전기술원,NS-N004,N004,35.747327,129.128886,기록계,Nanometrics,Centaur,3207,O-2025-245,2025-11-26,2030-11-25,,
한국원자력안전기술원,NS-N004,N004,35.747327,129.128886,속도계,Nanometrics,Trillium Compact PH,10117,O-2025-245,2025-11-26,2030-11-25,,
한국원자력안전기술원,NS-N005,N005,35.678709,129.308902,기록계,Nanometrics,Centaur,3208,O-2025-118,2025-09-16,2030-09-15,,
한국원자력안전기술원,NS-N005,N005,35.678709,129.308902,속도계,Nanometrics,Trillium Compact PH,10118,O-2025-118,2025-09-16,2030-09-15,,
한국원자력안전기술원,NS-N006,N006,35.748507,129.185729,기록계,Nanometrics,Centaur,3209,O-2025-247,2025-11-27,2030-11-26,,
한국원자력안전기술원,NS-N006,N006,35.748507,129.185729,속도계,Nanometrics,Trillium Compact PH,10119,O-2025-247,2025-11-27,2030-11-26,,
한국원자력안전기술원,NS-N007,N007,35.782676,129.307393,기록계,Nanometrics,Centaur,3370,O-2025-213,2025-11-13,2030-11-12,,
한국원자력안전기술원,NS-N007,N007,35.782676,129.307393,속도계,Nanometrics,Trillium Compact PH,10120,O-2025-213,2025-11-13,2030-11-12,,
한국원자력안전기술원,NS-N008,N008,35.67038,129.371504,기록계,Nanometrics,Centaur,5225,O-2025-216,2025-11-14,2030-11-13,,
한국원자력안전기술원,NS-N008,N008,35.67038,129.371504,속도계,Nanometrics,Trillium Compact PH,6127,O-2025-216,2025-11-14,2030-11-13,,
한국원자력안전기술원,NS-N009,N009,35.745879,129.235762,기록계,Nanometrics,Centaur,5226,O-2025-255,2025-12-02,2030-12-01,,
한국원자력안전기술원,NS-N009,N009,35.745879,129.235762,속도계,Nanometrics,Trillium Compact PH,6128,O-2025-255,2025-12-02,2030-12-01,,
한국원자력안전기술원,NS-N010,N010,35.715731,129.204688,기록계,Nanometrics,Centaur,5227,O-2025-269,2025-12-04,2030-12-03,,
한국원자력안전기술원,NS-N010,N010,35.715731,129.204688,속도계,Nanometrics,Trillium Compact PH,6129,O-2025-269,2025-12-04,2030-12-03,,
한국원자력안전기술원,NS-N012,N012,35.762659,129.154943,기록계,Nanometrics,Centaur,5229,O-2025-249,2025-12-01,2030-11-30,,
한국원자력안전기술원,NS-N012,N012,35.762659,129.154943,속도계,Nanometrics,Trillium Compact PH,6277,O-2025-249,2025-12-01,2030-11-30,,
한국원자력안전기술원,NS-N013,N013,35.791895,129.171549,기록계,Nanometrics,Centaur,5230,O-2025-172,2025-10-30,2030-10-29,,
한국원자력안전기술원,NS-N013,N013,35.791895,129.171549,속도계,Nanometrics,Trillium Compact PH,6281,O-2025-172,2025-10-30,2030-10-29,,
한국원자력안전기술원,NS-N016,N016,35.774547,129.263136,기록계,Nanometrics,Centaur,5233,O-2025-104,2025-09-08,2030-09-07,,
한국원자력안전기술원,NS-N016,N016,35.774547,129.263136,속도계,Nanometrics,Trillium Compact PH,6310,O-2025-104,2025-09-08,2030-09-07,,
한국원자력안전기술원,NS-N017,N017,35.719327,129.171014,기록계,Nanometrics,Centaur,5234,O-2025-258,2025-12-03,2030-12-02,,
한국원자력안전기술원,NS-N017,N017,35.719327,129.171014,속도계,Nanometrics,Trillium Compact PH,6311,O-2025-258,2025-12-03,2030-12-02,,
한국원자력안전기술원,NS-N018,N018,35.816774,129.188146,기록계,Nanometrics,Centaur,5245,O-2025-243,2025-11-25,2030-11-24,,
한국원자력안전기술원,NS-N018,N018,35.816774,129.188146,속도계,Nanometrics,Trillium Compact PH,6312,O-2025-243,2025-11-25,2030-11-24,,
한국원자력안전기술원,NS-N020,N020,35.700857,129.156803,기록계,Nanometrics,Centaur,5247,O-2025-260,2025-12-03,2030-12-02,,
한국원자력안전기술원,NS-N020,N020,35.700857,129.156803,속도계,Nanometrics,Trillium Compact PH,6329,O-2025-260,2025-12-03,2030-12-02,,
한국원자력안전기술원,NS-N021,N021,35.730668,129.114176,기록계,Nanometrics,Centaur,5248,O-2025-246,2025-11-26,2030-11-25,,
한국원자력안전기술원,NS-N021,N021,35.730668,129.114176,속도계,Nanometrics,Trillium Compact PH,6330,O-2025-246,2025-11-26,2030-11-25,,
한국원자력안전기술원,NS-N022,N022,35.768563,129.108563,기록계,Nanometrics,Centaur,5249,O-2025-244,2025-11-26,2030-11-25,,
한국원자력안전기술원,NS-N022,N022,35.768563,129.108563,속도계,Nanometrics,Trillium Compact PH,6331,O-2025-244,2025-11-26,2030-11-25,,
한국원자력안전기술원,NS-N023,N023,35.832312,129.145948,기록계,Nanometrics,Centaur,5250,O-2025-261,2025-12-03,2030-12-02,,
한국원자력안전기술원,NS-N023,N023,35.832312,129.145948,속도계,Nanometrics,Trillium Compact PH,6332,O-2025-261,2025-12-03,2030-12-02,,
한국원자력안전기술원,NS-N024,N024,35.764107,129.049632,기록계,Nanometrics,Centaur,5251,O-2025-170,2025-10-29,2030-10-28,,
한국원자력안전기술원,NS-N024,N024,35.764107,129.049632,속도계,Nanometrics,Trillium Compact PH,6343,O-2025-170,2025-10-29,2030-10-28,,
한국원자력안전기술원,NS-N026,N026,35.724572,129.230224,기록계,Nanometrics,Centaur,5253,O-2025-254,2025-12-02,2030-12-01,,
한국원자력안전기술원,NS-N026,N026,35.724572,129.230224,속도계,Nanometrics,Trillium Compact PH,6345,O-2025-254,2025-12-02,2030-12-01,,
한국원자력안전기술원,NS-N027,N027,35.683987,129.226859,기록계,Nanometrics,Centaur,5254,O-2025-196,2025-11-11,2030-11-10,,
한국원자력안전기술원,NS-N027,N027,35.683987,129.226859,속도계,Nanometrics,Trillium Compact PH,6346,O-2025-196,2025-11-11,2030-11-10,,
한국원자력안전기술원,NS-N029,N029,35.667411,129.156915,기록계,Nanometrics,Centaur,5256,O-2025-262,2025-12-03,2030-12-02,,
한국원자력안전기술원,NS-N029,N029,35.667411,129.156915,속도계,Nanometrics,Trillium Compact PH,6348,O-2025-262,2025-12-03,2030-12-02,,
한국원자력안전기술원,NS-N031,N031,35.823777,129.107575,기록계,Nanometrics,Centaur,5258,O-2025-95,2025-09-03,2030-09-02,,
한국원자력안전기술원,NS-N031,N031,35.823777,129.107575,속도계,Nanometrics,Trillium Compact PH,6350,O-2025-95,2025-09-03,2030-09-02,,
한국원자력안전기술원,NS-N032,N032,35.866199,129.202669,기록계,Nanometrics,Centaur,5259,O-2025-108,2025-09-10,2030-09-09,,
한국원자력안전기술원,NS-N032,N032,35.866199,129.202669,속도계,Nanometrics,Trillium Compact PH,6351,O-2025-108,2025-09-10,2030-09-09,,
한국원자력안전기술원,NS-N033,N033,35.807421,129.306693,기록계,Nanometrics,Centaur,6300,O-2025-280,2025-12-10,2030-12-09,,
한국원자력안전기술원,NS-N033,N033,35.807421,129.306693,속도계,Nanometrics,Trillium Compact PH,6352,O-2025-280,2025-12-10,2030-12-09,,
한국원자력안전기술원,NS-N034,N034,35.763901,129.322272,기록계,Nanometrics,Centaur,5261,O-2025-212,2025-11-13,2030-11-12,,
한국원자력안전기술원,NS-N034,N034,35.763901,129.322272,속도계,Nanometrics,Trillium Compact PH,6358,O-2025-212,2025-11-13,2030-11-12,,
한국원자력안전기술원,NS-N035,N035,35.730037,129.303873,기록계,Nanometrics,Centaur,5262,O-2025-121,2025-09-17,2030-09-16,,
한국원자력안전기술원,NS-N035,N035,35.730037,129.303873,속도계,Nanometrics,Trillium Compact PH,6359,O-2025-121,2025-09-17,2030-09-16,,
한국원자력안전기술원,NS-N036,N036,35.707804,129.295143,기록계,Nanometrics,Centaur,5263,O-2025-119,2025-09-16,2030-09-15,,
한국원자력안전기술원,NS-N036,N036,35.707804,129.295143,속도계,Nanometrics,Trillium Compact PH,6360,O-2025-119,2025-09-16,2030-09-15,,
한국원자력안전기술원,NS-N037,N037,35.659689,129.246629,기록계,Nanometrics,Centaur,5264,O-2025-198,2025-11-11,2030-11-10,,
한국원자력안전기술원,NS-N037,N037,35.659689,129.246629,속도계,Nanometrics,Trillium Compact PH,6361,O-2025-198,2025-11-11,2030-11-10,,
한국원자력안전기술원,NS-N038,N038,35.865107,129.145724,기록계,Nanometrics,Centaur,5316,O-2025-274,2025-12-08,2030-12-07,,
한국원자력안전기술원,NS-N038,N038,35.865107,129.145724,속도계,Nanometrics,Trillium Compact PH,6362,O-2025-274,2025-12-08,2030-12-07,,
한국원자력안전기술원,NS-N039,N039,35.862014,129.256362,기록계,Nanometrics,Centaur,5317,O-2025-273,2025-12-08,2030-12-07,,
한국원자력안전기술원,NS-N039,N039,35.862014,129.256362,속도계,Nanometrics,Trillium Compact PH,6363,O-2025-273,2025-12-08,2030-12-07,,
한국원자력안전기술원,NS-N040,N040,35.727639,129.056871,기록계,Nanometrics,Centaur,5318,O-2025-267,2025-12-04,2030-12-03,,
한국원자력안전기술원,NS-N040,N040,35.727639,129.056871,속도계,Nanometrics,Trillium Compact PH,6364,O-2025-267,2025-12-04,2030-12-03,,
한국원자력안전기술원,NS-N042,N042,35.815998,129.054596,기록계,Nanometrics,Centaur,5320,O-2025-268,2025-12-04,2030-12-03,,
한국원자력안전기술원,NS-N042,N042,35.815998,129.054596,속도계,Nanometrics,Trillium Compact PH,6372,O-2025-268,2025-12-04,2030-12-03,,
한국원자력안전기술원,NS-N044,N044,35.727621,129.27789,기록계,Nanometrics,Centaur,5322,O-2025-251,2025-12-02,2030-12-01,,
한국원자력안전기술원,NS-N044,N044,35.727621,129.27789,속도계,Nanometrics,Trillium Compact PH,6290,O-2025-251,2025-12-02,2030-12-01,,
한국원자력안전기술원,NS-N046,N046,35.662661,129.058431,기록계,Nanometrics,Centaur,5324,O-2025-155,2025-10-21,2030-10-20,,
한국원자력안전기술원,NS-N046,N046,35.662661,129.058431,속도계,Nanometrics,Trillium Compact PH,6293,O-2025-155,2025-10-21,2030-10-20,,
한국원자력안전기술원,NS-N047,N047,35.73424,129.007588,기록계,Nanometrics,Centaur,5325,O-2025-284,2025-12-16,2030-12-15,,
한국원자력안전기술원,NS-N047,N047,35.73424,129.007588,속도계,Nanometrics,Trillium Compact PH,6373,O-2025-284,2025-12-16,2030-12-15,,
한국원자력안전기술원,NS-N048,N048,35.760877,129.454783,기록계,Nanometrics,Centaur,5326,O-2025-204,2025-11-12,2030-11-11,,
한국원자력안전기술원,NS-N048,N048,35.760877,129.454783,속도계,Nanometrics,Trillium Compact PH,6374,O-2025-204,2025-11-12,2030-11-11,,
한국원자력안전기술원,NS-N049,N049,35.803894,129.407789,기록계,Nanometrics,Centaur,5327,O-2025-227,2025-11-19,2030-11-18,,
한국원자력안전기술원,NS-N049,N049,35.803894,129.407789,속도계,Nanometrics,Trillium Compact PH,6375,O-2025-227,2025-11-19,2030-11-18,,
한국원자력안전기술원,NS-N051,N051,35.93768,128.949237,기록계,Nanometrics,Centaur,5329,O-2025-174,2025-10-30,2030-10-29,,
한국원자력안전기술원,NS-N051,N051,35.93768,128.949237,속도계,Nanometrics,Trillium Compact PH,6377,O-2025-174,2025-10-30,2030-10-29,,
한국원자력안전기술원,NS-N052,N052,35.761692,129.356307,속도계,Nanometrics,Trillium Compact PH,6378,O-2025-257,2025-12-02,2030-12-01,,
한국원자력안전기술원,NS-N054,N054,35.89949,129.000318,속도계,Nanometrics,Trillium Compact PH,6380,O-2025-250,2025-12-01,2030-11-30,,
한국원자력안전기술원,NS-N055,N055,35.949331,129.065149,기록계,Nanometrics,Centaur,5333,O-2025-253,2025-12-02,2030-12-01,,
한국원자력안전기술원,NS-N055,N055,35.949331,129.065149,속도계,Nanometrics,Trillium Compact PH,6381,O-2025-253,2025-12-02,2030-12-01,,
한국원자력안전기술원,NS-N059,N059,35.847117,129.358493,기록계,Nanometrics,Centaur,5338,O-2025-237,2025-11-20,2030-11-19,,
한국원자력안전기술원,NS-N059,N059,35.847117,129.358493,속도계,Nanometrics,Trillium Compact PH,6385,O-2025-237,2025-11-20,2030-11-19,,
한국원자력안전기술원,NS-N060,N060,35.565192,129.301486,기록계,Nanometrics,Centaur,5339,O-2025-79,2025-08-26,2030-08-25,,
한국원자력안전기술원,NS-N060,N060,35.565192,129.301486,속도계,Nanometrics,Trillium Compact PH,6386,O-2025-79,2025-08-26,2030-08-25,,
한국원자력안전기술원,NS-N061,N061,35.599597,129.297585,기록계,Nanometrics,Centaur,5340,O-2025-77,2025-08-26,2030-08-25,,
한국원자력안전기술원,NS-N061,N061,35.599597,129.297585,속도계,Nanometrics,Trillium Compact PH,6387,O-2025-77,2025-08-26,2030-08-25,,
한국원자력안전기술원,NS-N062,N062,35.936525,129.205208,기록계,Nanometrics,Centaur,5341,O-2025-143,2025-10-01,2030-09-30,,
한국원자력안전기술원,NS-N062,N062,35.936525,129.205208,속도계,Nanometrics,Trillium Compact PH,6393,O-2025-143,2025-10-01,2030-09-30,,
한국원자력안전기술원,NS-N064,N064,35.598347,129.210751,기록계,Nanometrics,Centaur,5343,O-2025-116,2025-09-15,2030-09-14,,
한국원자력안전기술원,NS-N064,N064,35.598347,129.210751,속도계,Nanometrics,Trillium Compact PH,6395,O-2025-116,2025-09-15,2030-09-14,,
한국원자력안전기술원,NS-N065,N065,35.924037,129.143647,기록계,Nanometrics,Centaur,5344,O-2025-256,2025-12-02,2030-12-01,,
한국원자력안전기술원,NS-N065,N065,35.924037,129.143647,속도계,Nanometrics,Trillium Compact PH,6396,O-2025-256,2025-12-02,2030-12-01,,
한국원자력안전기술원,NS-N066,N066,35.595187,129.257176,기록계,Nanometrics,Centaur,5345,O-2025-81,2025-08-27,2030-08-26,,
한국원자력안전기술원,NS-N066,N066,35.595187,129.257176,속도계,Nanometrics,Trillium Compact PH,6553,O-2025-81,2025-08-27,2030-08-26,,
한국원자력안전기술원,NS-N067,N067,35.632416,129.257196,기록계,Nanometrics,Centaur,5366,O-2025-125,2025-09-18,2030-09-17,,
한국원자력안전기술원,NS-N067,N067,35.632416,129.257196,속도계,Nanometrics,Trillium Compact PH,6398,O-2025-125,2025-09-18,2030-09-17,,
한국원자력안전기술원,NS-N068,N068,35.971565,129.249309,기록계,Nanometrics,Centaur,5367,O-2025-270,2025-12-04,2030-12-03,,
한국원자력안전기술원,NS-N068,N068,35.971565,129.249309,속도계,Nanometrics,Trillium Compact PH,6399,O-2025-270,2025-12-04,2030-12-03,,
한국원자력안전기술원,NS-N069,N069,35.869352,129.099437,기록계,Nanometrics,Centaur,5368,O-2025-92,2025-09-03,2030-09-02,,
한국원자력안전기술원,NS-N069,N069,35.869352,129.099437,속도계,Nanometrics,Trillium Compact PH,6400,O-2025-92,2025-09-03,2030-09-02,,
한국원자력안전기술원,NS-N070,N070,35.599294,129.156951,기록계,Nanometrics,Centaur,5369,O-2025-215,2025-11-14,2030-11-13,,
한국원자력안전기술원,NS-N070,N070,35.599294,129.156951,속도계,Nanometrics,Trillium Compact PH,6401,O-2025-215,2025-11-14,2030-11-13,,
한국원자력안전기술원,NS-N071,N071,35.93511,129.312081,기록계,Nanometrics,Centaur,5370,O-2025-142,2025-10-01,2030-09-30,,
